Date,Open,High,Low,Close,Adj Close,Volume
8/26/2014,100.540001,101.209999,100.400002,100.760002,99.499313,752200
8/27/2014,100.860001,101.080002,99.720001,99.779999,98.53157,853300
8/28/2014,99.309998,99.650002,99,99.449997,98.205696,714900
8/29/2014,99.599998,99.599998,98.739998,99.309998,98.067451,1015700
9/2/2014,99.720001,99.720001,98.809998,99.290001,98.047707,1037600
9/3/2014,99.75,100.580002,99.419998,100.32,99.064819,1054000
9/4/2014,100.730003,102.529999,100.230003,100.650002,99.390694,1193100
9/5/2014,100.370003,101.080002,99.919998,101.07,99.805435,562900
9/8/2014,101,101.330002,100.57,100.919998,99.657318,825800
9/9/2014,101.559998,103.540001,101.559998,102.440002,101.158302,2060300
9/10/2014,102.809998,104.980003,102.099998,104.75,103.439392,2027300
9/11/2014,104.080002,105.379997,103.860001,105.230003,103.913391,1677400
9/12/2014,104.989998,105.68,104.440002,104.940002,103.627022,1470000
9/15/2014,104.93,104.93,104.190002,104.489998,103.182648,785300
9/16/2014,104.309998,105.160004,103.760002,104.940002,103.627022,985800
9/17/2014,104.889999,105.169998,103.57,103.970001,102.669151,1239500
9/18/2014,104.230003,104.300003,103.580002,104.25,102.945648,1450500
9/19/2014,104.68,104.919998,103.5,103.989998,102.688896,1243200
9/22/2014,103.550003,103.959999,103.029999,103.699997,102.402527,1015200
9/23/2014,102.230003,103.449997,102.099998,102.419998,101.138542,1388800
9/24/2014,102.370003,103.980003,102.120003,103.629997,102.333397,1268900
9/25/2014,103.239998,103.300003,101.25,101.25,99.983177,1915600
9/26/2014,101.330002,102.139999,101.160004,101.660004,100.388062,965100
9/29/2014,100.760002,101.699997,100.699997,101.459999,100.190552,605200
9/30/2014,101.589996,101.830002,100.550003,100.550003,99.291939,1025300
10/1/2014,100.629997,101.169998,99.5,100.760002,99.499313,1687100
10/2/2014,100.940002,102.589996,98.870003,102.199997,100.921295,2721600
10/3/2014,102.449997,102.93,102.169998,102.589996,101.306412,731300
10/6/2014,103.370003,104.440002,102.389999,102.989998,101.701408,966900
10/7/2014,102.5,102.760002,101.349998,101.400002,100.13131,684900
10/8/2014,101.82,103.709999,101.209999,103.540001,102.24453,805500
10/9/2014,103.129997,103.419998,101.519997,101.730003,100.457169,1156700
10/10/2014,102,103.720001,101.059998,101.080002,99.815308,882600
10/13/2014,100.919998,101.050003,98.629997,98.730003,97.49472,1014300
10/14/2014,99.230003,99.470001,97.18,97.540001,96.319595,1300900
10/15/2014,95.809998,97.870003,95.330002,97.720001,96.497345,2268300
10/16/2014,96,97.059998,95.75,95.949997,94.749496,1781700
10/17/2014,96.860001,97.940002,96.620003,97.519997,96.29985,912800
10/20/2014,97.559998,99.260002,97.089996,99.190002,97.948967,1101500
10/21/2014,99.650002,101.43,99.629997,101.32,100.052299,1027200
10/22/2014,101.839996,101.900002,99.879997,100.199997,98.946312,1335700
10/23/2014,103.480003,106.300003,102.68,104.57,103.261635,1697600
10/24/2014,104.57,105.5,104.550003,105.290001,103.972633,573900
10/27/2014,105.169998,105.900002,104.720001,104.980003,103.666519,574700
10/28/2014,105.620003,108.370003,105.239998,108.099998,106.747482,1701200
10/29/2014,108.099998,108.949997,107.739998,108.150002,106.796852,1360000
10/30/2014,107.970001,109.550003,107.510002,109.279999,107.912712,787400
10/31/2014,110.349998,111.290001,110,111.239998,109.84819,1486200
11/3/2014,111.18,111.5,109.5,110.410004,109.02858,789400
11/4/2014,110.099998,110.629997,108.940002,109.209999,107.843582,1020100
11/5/2014,110.470001,111.099998,109.440002,110.989998,109.601318,1196100
11/6/2014,110.959999,111.360001,110.160004,110.190002,108.811333,741800
11/7/2014,109.809998,110,107.809998,108.190002,106.836342,829800
11/10/2014,108.610001,110.510002,108.199997,110.419998,109.038452,802100
11/11/2014,110.489998,111.510002,109.769997,111.07,109.680321,568500
11/12/2014,110.779999,111.029999,110.269997,110.870003,109.482826,783000
11/13/2014,111.230003,111.230003,110.150002,110.610001,109.226074,811800
11/14/2014,110.660004,110.830002,109.75,110.120003,108.74221,702700
11/17/2014,110.120003,110.900002,109.940002,110.68,109.295204,964600
11/18/2014,110.25,111.970001,110.139999,111.5,110.104935,688700
11/19/2014,111.190002,111.269997,110.419998,110.550003,109.166832,518700
11/20/2014,109.699997,110.440002,109.010002,110.120003,108.74221,985700
11/21/2014,111.230003,111.629997,109.699997,110.480003,109.097702,821200
11/24/2014,110.120003,110.440002,108.760002,110.080002,108.702698,1355400
11/25/2014,110.5,111.199997,110.269997,111.080002,109.690186,923600
11/26/2014,111.360001,111.769997,110.980003,111.629997,110.233307,595000
11/28/2014,111.629997,113,111.629997,112.290001,110.885056,426900
12/1/2014,112.190002,112.620003,111.309998,111.470001,110.075317,613000
12/2/2014,111.739998,114.980003,111.650002,114.43,112.998276,1504900
12/3/2014,114.309998,114.410004,113.260002,113.650002,112.228043,975700
12/4/2014,113.209999,114.559998,113.120003,113.959999,112.534164,731900
12/5/2014,114.290001,115.879997,113.610001,114.959999,113.521645,1018700
12/8/2014,114.959999,115.550003,114.690002,114.849998,113.413025,643600
12/9/2014,113.419998,114.059998,113.169998,113.730003,112.30703,986400
12/10/2014,113.809998,113.830002,111.260002,111.510002,110.114815,920500
12/11/2014,112.029999,113.779999,112.029999,113.239998,111.823174,961700
12/12/2014,112.160004,112.989998,111.339996,111.339996,109.94693,875300
12/15/2014,112.07,112.349998,109.839996,110.260002,108.880455,750600
12/16/2014,110.150002,111.610001,108.769997,108.790001,107.428841,1039700
12/17/2014,109.610001,112.129997,109.129997,111.919998,110.519684,924200
12/18/2014,113.339996,114.940002,112.639999,114.940002,113.5019,957800
12/19/2014,115.629997,116.040001,114.050003,114.910004,113.472275,1271700
12/22/2014,115.07,115.739998,114.360001,115.050003,113.610527,627800
12/23/2014,115.529999,116.139999,113.160004,113.470001,112.050285,1287400
12/24/2014,113.510002,114.68,113.230003,114.110001,112.682281,304600
12/26/2014,114.160004,115.18,113.949997,114.169998,112.741539,400000
12/29/2014,113.75,114.309998,113.25,113.5,112.079926,450300
12/30/2014,113.489998,115.550003,113.459999,114.57,113.136528,625300
12/31/2014,115.059998,115.75,113.389999,113.419998,112.000908,689900
1/2/2015,114.209999,114.610001,111.779999,112.589996,111.181297,909300
1/5/2015,114.010002,117.190002,114.010002,116.790001,115.328751,2159100
1/6/2015,117.160004,117.230003,115.129997,115.800003,114.351135,1782100
1/7/2015,116.199997,119.580002,116.010002,118.68,117.195099,1462000
1/8/2015,119.040001,120.599998,118.769997,119.940002,118.439339,1406800
1/9/2015,118.059998,119.5,117.5,118.209999,116.73098,2124100
1/12/2015,118.209999,118.769997,117.68,118.489998,117.007477,1001500
1/13/2015,119,120.699997,117.720001,118.75,117.264221,1613800
1/14/2015,116.949997,117.690002,115.769997,117.18,115.713867,1042800
1/15/2015,117.199997,117.610001,114.959999,114.980003,113.541397,1531200
1/16/2015,114.849998,117.110001,114.849998,117,115.536118,1232900
1/20/2015,117.730003,118.389999,114.82,115.889999,114.440018,926600
1/21/2015,115.699997,116.559998,114.919998,115.879997,114.430138,642800
1/22/2015,116.269997,118.419998,115.779999,118.349998,116.86924,711300
1/23/2015,118.349998,118.550003,116.949997,116.980003,115.516373,577700
1/26/2015,116.889999,117.089996,116.029999,117.07,115.605247,1188100
1/27/2015,116.160004,117.349998,115.290001,116.230003,114.775757,796800
1/28/2015,116.370003,117.540001,114.349998,114.5,113.067398,1590100
1/29/2015,112.650002,114.389999,111.199997,112.519997,111.112167,3235000
1/30/2015,111.989998,114.639999,111.959999,112.099998,110.697433,1939700
2/2/2015,112.480003,114.120003,111.059998,113.980003,112.553917,1099400
2/3/2015,115.43,116.870003,114.489998,116.660004,115.200378,1689200
2/4/2015,115.349998,116.269997,115.150002,115.519997,114.074638,1110300
2/5/2015,116.379997,117.370003,116.010002,117.099998,115.634872,944500
2/6/2015,116.900002,117.449997,115.779999,116.150002,114.696762,1057200
2/9/2015,115.160004,115.959999,114.410004,114.769997,113.334023,1324600
2/10/2015,116.190002,117.410004,115.120003,117.07,115.605247,1011000
2/11/2015,117.07,117.879997,116.599998,116.900002,115.43737,1161500
2/12/2015,118.32,118.360001,116.699997,118.150002,116.671738,977200
2/13/2015,117.900002,119.360001,117.82,119.330002,117.836967,1084900
2/17/2015,119.330002,120.660004,118.790001,120.389999,118.883713,1229000
2/18/2015,120.550003,120.620003,119.730003,120.300003,118.79483,1109600
2/19/2015,120.120003,120.660004,119.839996,120.199997,118.696083,720300
2/20/2015,119.870003,121.690002,119.620003,121.589996,120.068687,1058200
2/23/2015,121.589996,121.589996,120.730003,121.309998,119.792198,770100
2/24/2015,121.07,121.839996,120.699997,121.760002,120.236572,819500
2/25/2015,121.449997,121.75,120.440002,120.519997,119.012085,986300
2/26/2015,120.519997,121.389999,119.860001,121.330002,119.811951,579400
2/27/2015,120.980003,121.370003,120.300003,120.389999,118.883713,698100
3/2/2015,120.389999,121.540001,120.199997,121.389999,119.871193,1266800
3/3/2015,121.190002,121.279999,118.709999,119.269997,117.77771,873300
3/4/2015,119.150002,119.660004,117.970001,118.760002,117.274101,1026300
3/5/2015,119.139999,119.739998,118.629997,119.18,117.688843,1145400
3/6/2015,119.129997,119.139999,116.239998,116.349998,114.894257,1243200
3/9/2015,116.949997,117.230003,116.190002,116.949997,115.486748,1204200
3/10/2015,115.540001,116.709999,115.230003,115.510002,114.064774,1170000
3/11/2015,116.150002,116.959999,115.849998,116.230003,114.775757,1020200
3/12/2015,116.629997,117.660004,116.440002,117.199997,115.73362,1259900
3/13/2015,117.559998,118.199997,115.379997,116.25,114.795509,1323100
3/16/2015,116.650002,118.230003,116.650002,118.019997,116.54335,761000
3/17/2015,117.300003,117.300003,114.510002,115.279999,113.837631,2853300
3/18/2015,115.190002,119.919998,114.699997,119.209999,117.71846,2314900
3/19/2015,118.599998,118.769997,118.050003,118.559998,117.076607,1249200
3/20/2015,119.309998,119.730003,118.330002,118.760002,117.274101,1390200
3/23/2015,118.760002,119.32,118.080002,118.470001,116.987732,847500
3/24/2015,118.010002,118.68,117.309998,117.309998,115.842232,1142300
3/25/2015,117.330002,118.199997,115.199997,115.309998,113.867271,1009900
3/26/2015,115.339996,116.620003,114.660004,115.650002,114.203011,792900
3/27/2015,115.699997,117.93,115.529999,117.5,116.029861,1288900
3/30/2015,118.059998,118.989998,117.769997,118.57,117.086472,723100
3/31/2015,117.860001,118.209999,117.120003,117.519997,116.049614,960800
4/1/2015,118.220001,118.470001,115.709999,116.190002,114.736259,1049500
4/2/2015,116.339996,117.660004,115.779999,116.919998,115.457115,632400
4/6/2015,116.139999,117.629997,115.82,117.360001,115.891617,622500
4/7/2015,117.190002,117.989998,115.970001,116.010002,114.558517,634700
4/8/2015,116.089996,116.889999,115.230003,116.120003,114.667137,672000
4/9/2015,116.300003,117.32,115.589996,117.199997,115.73362,840800
4/10/2015,117.529999,117.860001,117.07,117.449997,115.980476,958600
4/13/2015,117.739998,118.339996,115.970001,116.209999,114.755997,1176700
4/14/2015,116.400002,117.110001,115.230003,115.959999,114.509132,1240800
4/15/2015,116.18,116.620003,115.550003,115.620003,114.173393,986800
4/16/2015,115.43,115.839996,114.980003,115.360001,113.916634,1002600
4/17/2015,114.989998,115.099998,113.709999,114.610001,113.176025,1092600
4/20/2015,115.080002,116.449997,114.879997,115.919998,114.469627,583300
4/21/2015,116.389999,117.790001,116.339996,117.370003,115.901489,824400
4/22/2015,117.120003,118.269997,116.57,117.489998,116.019989,731600
4/23/2015,117.360001,119.099998,116.709999,118.57,117.086472,740500
4/24/2015,118.089996,118.919998,117.730003,118.760002,117.274101,737600
4/27/2015,119,119,116.349998,116.610001,115.151001,820400
4/28/2015,116.040001,117.160004,114.519997,116.730003,115.269501,1130200
4/29/2015,116.43,116.790001,114.830002,115.339996,113.896889,1305100
4/30/2015,111.589996,112.010002,108.540001,109.839996,108.465698,3317600
5/1/2015,110.169998,111.129997,109.480003,110.43,109.048332,1413500
5/4/2015,110.720001,111.650002,110.410004,110.68,109.295204,1297700
5/5/2015,110.690002,110.870003,109.550003,110.510002,109.127319,2116200
5/6/2015,110.860001,111.330002,109.230003,110.099998,108.72245,1919400
5/7/2015,110.379997,111.330002,110.07,111.040001,109.650696,1668300
5/8/2015,112.199997,113.099998,111.709999,112.949997,111.536789,1244700
5/11/2015,112.57,113.75,112.379997,113.18,111.763916,1409600
5/12/2015,112.510002,112.940002,111.629997,112.239998,110.835678,2028800
5/13/2015,112.639999,112.709999,111.730003,111.839996,110.440681,953100
5/14/2015,112.739998,113.650002,112.139999,113.57,112.149033,1270500
5/15/2015,113.529999,113.760002,112.809998,113.18,111.763916,783300
5/18/2015,113.360001,114.559998,113.120003,114.279999,112.850159,598000
5/19/2015,114.209999,114.760002,113.730003,114.339996,112.909393,706900
5/20/2015,114.379997,114.910004,113.919998,114.339996,112.909393,441200
5/21/2015,114.019997,114.529999,113.900002,114.459999,113.027916,584000
5/22/2015,114.080002,114.470001,113.230003,113.769997,112.346527,1013300
5/26/2015,113.790001,113.790001,112.709999,113.089996,111.675041,1136600
5/27/2015,113.690002,114.43,112.709999,114.269997,112.840279,869300
5/28/2015,113.949997,114.349998,112.75,113.389999,111.971283,1830900
5/29/2015,112.989998,114.870003,112.559998,114.089996,112.662529,1795100
6/1/2015,114.580002,115.220001,113.940002,114.769997,113.334023,887100
6/2/2015,114.139999,114.830002,113.989998,114.160004,112.731651,684400
6/3/2015,114.269997,114.68,113.660004,113.900002,112.474907,720000
6/4/2015,112.93,114.190002,112.82,113.07,111.655289,895700
6/5/2015,113,113.400002,112.339996,113.25,111.833038,952000
6/8/2015,113.540001,114.470001,113.089996,113.139999,111.724411,876100
6/9/2015,113.07,113.889999,112.57,112.639999,111.230667,855400
6/10/2015,113.260002,114.010002,112.589996,113.660004,112.237907,1300200
6/11/2015,113.889999,114.360001,113.610001,114.110001,112.682281,1405700
6/12/2015,113.330002,113.709999,112.050003,112.199997,110.796173,1243000
6/15/2015,111.519997,112.019997,110.949997,111.669998,110.272812,1100100
6/16/2015,111.639999,112.839996,111.279999,112.550003,111.1418,755400
6/17/2015,113.019997,113.279999,111.739998,112.5,111.092422,656400
6/18/2015,113.040001,113.769997,112.959999,113.300003,111.882416,1012900
6/19/2015,113.400002,113.769997,112.57,112.660004,111.250427,1616600
6/22/2015,113.279999,113.919998,112.980003,113.400002,111.981163,824600
6/23/2015,113.699997,113.769997,112.199997,112.68,111.270164,825700
6/24/2015,112.5,115.5,112.160004,113.519997,112.099663,3486800
6/25/2015,113.529999,114.209999,112.919998,113.269997,111.852783,1580400
6/26/2015,113.699997,114.089996,113.110001,113.559998,112.139153,1802600
6/29/2015,107,114.410004,97.480003,109.290001,107.922577,1561000
6/30/2015,110.5,110.900002,108.75,109.230003,107.863335,2225300
7/1/2015,110,111.349998,109.010002,109.209999,107.843582,1239900
7/2/2015,110,110.980003,107,108.190002,106.836342,1402400
7/6/2015,108.190002,109.540001,107.610001,108.790001,107.428841,1523400
7/7/2015,108.900002,109.82,107.989998,109.769997,108.396576,795800
7/8/2015,108.580002,109.290001,107.709999,107.940002,106.589485,1127300
7/9/2015,109,109.489998,106.769997,106.839996,105.503242,1244400
7/10/2015,107.849998,108.93,106.669998,106.809998,105.47361,1893200
7/13/2015,107.269997,108.449997,107.110001,107.629997,106.283356,959600
7/14/2015,108.120003,108.239998,107.129997,107.400002,106.056236,797600
7/15/2015,107.860001,108,107.019997,107.129997,105.789604,950800
7/16/2015,107.860001,108.199997,107.379997,107.769997,106.4216,1038300
7/17/2015,107.080002,108.050003,106.900002,107.5,106.154976,890000
7/20/2015,107.639999,108.330002,107.459999,108.029999,106.678352,1042500
7/21/2015,108.059998,108.68,107.220001,108.260002,106.905487,1006500
7/22/2015,108.190002,109.040001,107.82,108.540001,107.181976,1453900
7/23/2015,108.129997,108.900002,107.589996,107.849998,106.500603,916600
7/24/2015,107.529999,108.010002,106.599998,106.660004,105.3255,693900
7/27/2015,106.400002,106.5,105.559998,105.779999,104.456497,739400
7/28/2015,105.330002,106.660004,105.160004,106.5,105.167503,975600
7/29/2015,106.82,107.470001,106.220001,107,105.66124,1188200
7/30/2015,107,107.559998,104.43,104.849998,103.538132,2252400
7/31/2015,104.849998,105.449997,103.690002,104.07,102.767891,1546800
8/3/2015,104.470001,105.089996,103.75,104.330002,103.024643,1520000
8/4/2015,104.459999,105.32,102.900002,103.129997,101.839653,1043900
8/5/2015,104.010002,104.449997,103.440002,103.879997,102.580269,1058900
8/6/2015,103.660004,103.760002,101.290001,101.690002,100.417679,1458300
8/7/2015,101.790001,101.900002,100.360001,101.730003,100.457169,1423300
8/10/2015,102.730003,103.599998,101.959999,103.43,102.13591,1206800
8/11/2015,103.07,104.339996,102.699997,104.169998,102.866653,1688800
8/12/2015,103.18,103.68,101.699997,103.68,102.382782,1137500
8/13/2015,105.699997,110.809998,103.400002,104.360001,103.054276,1279300
8/14/2015,104.400002,105.650002,102.879997,105.529999,104.209625,1476600
8/17/2015,104.699997,106.440002,104.239998,106.389999,105.058876,1058500
8/18/2015,105.970001,106.379997,105.489998,105.970001,104.644127,910600
8/19/2015,105.32,106.900002,104.5,106.139999,104.811996,1251800
8/20/2015,104.879997,105.660004,104.589996,104.879997,103.567764,1457600
8/21/2015,104.559998,105.709999,103.989998,104.360001,103.054276,2229300
8/24/2015,101.110001,101.110001,94.730003,99.57,98.324196,2782100
8/25/2015,104.43,104.529999,98.029999,98.029999,96.803467,1495600
8/26/2015,99.169998,101.160004,98.029999,101.019997,99.75605,1301300
8/27/2015,100.959999,103.449997,100.919998,103.410004,102.116165,1474700
8/28/2015,103,104.480003,101.669998,104.370003,103.064156,1493600
8/31/2015,103.599998,104.889999,103.449997,103.559998,102.264282,1626600
9/1/2015,102.75,102.75,100.089996,100.650002,99.390694,1598700
9/2/2015,100.989998,101.660004,100.32,101.629997,100.358421,1293500
9/3/2015,101.790001,103.529999,101.110001,102.089996,100.812668,1280200
9/4/2015,100.559998,101.389999,100.040001,100.459999,99.203079,1669500
9/8/2015,101.980003,102.739998,101.370003,102.690002,101.405167,1233300
9/9/2015,103.349998,104,100.889999,101.230003,99.963432,1498200
9/10/2015,98.889999,100.989998,98.400002,100.099998,98.847565,1614900
9/11/2015,100.440002,100.519997,99.68,100.199997,98.946312,1343600
9/14/2015,95.129997,100.339996,95.129997,99.040001,97.800835,1473300
9/15/2015,100.050003,102.949997,99.110001,99.970001,98.7192,1015400
9/16/2015,100.220001,101.019997,99.019997,100.739998,99.479568,1146300
9/17/2015,101.32,102.199997,100.370003,100.889999,99.627686,780800
9/18/2015,99.980003,100.07,98.949997,99.199997,97.958832,1611800
9/21/2015,99.32,100.620003,98.080002,98.190002,96.961472,1711900
9/22/2015,97.769997,97.900002,96.849998,97.580002,96.3591,2274500
9/23/2015,97.370003,99.82,96.989998,97.349998,96.131981,862900
9/24/2015,96.510002,97.589996,95.190002,95.620003,94.42363,1327800
9/25/2015,96.089996,96.940002,93.610001,94.440002,93.258385,1577500
9/28/2015,93.989998,94.059998,90.919998,92.410004,91.253784,2275000
9/29/2015,92.230003,94.239998,92.110001,93.790001,92.616524,2290200
9/30/2015,94.550003,94.910004,93.129997,93.93,92.754776,1951000
10/1/2015,93.82,94.120003,92,93.959999,92.784386,1557300
10/2/2015,88.769997,95.279999,88.769997,95.269997,94.077995,1314200
10/5/2015,95.849998,96.309998,94.889999,95.5,94.30513,1312700
10/6/2015,95.440002,96.099998,93.139999,93.989998,92.814026,2332500
10/7/2015,94.610001,95.059998,94.099998,94.889999,93.702751,597400
10/8/2015,94.650002,95.550003,93.650002,95.440002,94.24588,952100
10/9/2015,95.580002,96.660004,95.309998,96.449997,95.243233,968100
10/12/2015,96.239998,96.830002,95.489998,96.510002,95.302483,979900
10/13/2015,95.870003,96.730003,95.559998,96.089996,94.887749,1387700
10/14/2015,96.309998,96.349998,95.080002,95.190002,93.998993,866000
10/15/2015,95.190002,98.089996,95,97.919998,96.694847,1543200
10/16/2015,98.029999,98.860001,97.809998,98.540001,97.307091,1448200
10/19/2015,98.139999,99.269997,97.730003,98.190002,96.961472,1019600
10/20/2015,97.889999,98.040001,96.93,97.709999,96.48748,713800
10/21/2015,97.849998,98.410004,96.730003,96.900002,95.687614,1211300
10/22/2015,96.900002,97.629997,94.209999,94.389999,93.209023,1928400
10/23/2015,94.860001,96.519997,93.919998,94.559998,93.376892,1963600
10/26/2015,94.239998,94.790001,93.690002,94.669998,93.485512,940000
10/27/2015,94.190002,95.5,93.93,95.190002,93.998993,1121400
10/28/2015,95.220001,98.489998,94.080002,97.870003,96.64547,1698400
10/29/2015,102.169998,105.57,102.099998,104.870003,103.557892,2597300
10/30/2015,104.75,105.849998,103.519997,104.57,103.261635,1896800
11/2/2015,104.779999,107.110001,104.599998,106.949997,105.611847,1429100
11/3/2015,106.769997,107,105.720001,106.400002,105.068756,1103400
11/4/2015,107.540001,108.029999,107,107.790001,106.441353,1134100
11/5/2015,107.400002,108.160004,106.720001,107.849998,106.500603,1060300
11/6/2015,107.349998,108.099998,106.309998,107.279999,105.937744,1409400
11/9/2015,107.160004,107.410004,106.5,106.919998,105.582237,736800
11/10/2015,107.209999,107.739998,106.760002,107.260002,105.917984,597800
11/11/2015,107.330002,107.730003,106.43,106.629997,105.295868,464500
11/12/2015,102.279999,105.629997,102.279999,104.650002,103.340645,1374500
11/13/2015,104.57,105.220001,103.970001,104.290001,102.985146,737700
11/16/2015,104.629997,105.610001,103.769997,105.589996,104.268883,777800
11/17/2015,105.209999,106.160004,104.650002,104.75,103.439392,698700
11/18/2015,104.75,105.849998,104.110001,104.970001,103.656639,1236600
11/19/2015,105,105,102.489998,104.07,102.767891,1051100
11/20/2015,104.519997,108.989998,103.269997,103.739998,102.442024,1642900
11/23/2015,103.75,103.970001,102.25,102.849998,101.563156,1001600
11/24/2015,102.099998,102.389999,101.110001,101.919998,100.644791,1275600
11/25/2015,102.18,102.220001,101.019997,101.290001,100.02269,979200
11/27/2015,101.529999,101.870003,100.519997,101,99.736313,891000
11/30/2015,101.110001,101.949997,100.900002,101.010002,99.746178,1553900
12/1/2015,102.010002,102.989998,101.800003,102.720001,101.434799,1668900
12/2/2015,102.720001,103.25,102.230003,102.260002,100.980553,1582600
12/3/2015,102.339996,102.720001,99.089996,99.360001,98.116829,1903800
12/4/2015,99.650002,101.190002,99.360001,100.550003,99.291939,1100000
12/7/2015,100.440002,100.989998,99.589996,100.410004,99.153694,988800
12/8/2015,99.800003,100.459999,99.080002,99.779999,98.53157,1245900
12/9/2015,99.339996,101.620003,98.809998,100,98.748833,1832700
12/10/2015,100.629997,100.629997,99.300003,99.970001,98.7192,1151500
12/11/2015,98.75,99.830002,98.519997,98.959999,97.721825,936500
12/14/2015,99.029999,99.709999,98.080002,99.489998,98.245201,1090900
12/15/2015,100.199997,101.25,99.459999,101.059998,99.795555,1394700
12/16/2015,101.220001,102.269997,100.099998,101.93,100.654663,1031000
12/17/2015,101.93,102.349998,100.57,100.709999,99.449944,1344800
12/18/2015,100.199997,100.239998,98.879997,98.959999,97.721825,1190500
12/21/2015,99.360001,100.660004,98.910004,100.230003,98.975945,1163800
12/22/2015,100.75,102,99.970001,101.730003,100.457169,736500
12/23/2015,102.239998,103.029999,101.730003,102.769997,101.484161,627300
12/24/2015,102.419998,103.519997,102.419998,102.910004,101.622414,233500
12/28/2015,102.309998,102.720001,101.889999,102.25,100.970665,337100
12/29/2015,100.769997,103.160004,100.769997,102.769997,101.484161,377100
12/30/2015,102.849998,103.269997,102.160004,102.470001,101.18792,350500
12/31/2015,101.980003,103.129997,101.660004,102.589996,101.306412,659600
1/4/2016,101.120003,103.059998,100.169998,101.809998,100.536179,2042800
1/5/2016,102,104.459999,101.599998,103.93,102.629654,2227900
1/6/2016,102.510002,105.269997,102.370003,104.379997,103.074013,2671100
1/7/2016,102.160004,103.639999,101.43,101.980003,100.704056,1776300
1/8/2016,102.209999,103.07,101.370003,101.550003,100.279434,1622300
1/11/2016,101.690002,102.290001,98.620003,99.800003,98.551331,1578800
1/12/2016,100.68,103.419998,99.889999,102.870003,101.582909,1840500
1/13/2016,103.5,105.290001,100.870003,101.199997,99.933815,1974300
1/14/2016,101.43,103.739998,100.949997,102.699997,101.415039,1184100
1/15/2016,100.230003,102.309998,99.25,101.080002,99.815308,1516100
1/19/2016,101.790001,101.93,98.07,99.239998,97.998322,1872100
1/20/2016,97.879997,99.07,94.849998,98.279999,97.050339,1704100
1/21/2016,98.519997,98.879997,97.209999,98.18,96.951591,940500
1/22/2016,99.269997,99.769997,98.209999,99.150002,97.909462,921600
1/25/2016,98.470001,99.790001,98.470001,99.059998,97.82058,1072300
1/26/2016,99.580002,102.099998,99.370003,101.739998,100.467049,1468600
1/27/2016,101.889999,103.699997,100.940002,101.639999,100.368301,1970000
1/28/2016,103.010002,103.940002,97.099998,97.550003,96.329475,2307000
1/29/2016,98.279999,99.419998,97.32,99.260002,98.018082,2242600
2/1/2016,98.279999,99.760002,97.760002,99.029999,97.790955,1561400
2/2/2016,98.43,99.370003,97.800003,98.040001,96.813339,1204800
2/3/2016,98.730003,98.860001,95.849998,97.260002,96.043106,1417900
2/4/2016,97.669998,98.580002,96.940002,97.550003,96.329475,1553400
2/5/2016,96.059998,96.489998,94.709999,95.010002,93.821251,3952400
